81,83
82,88
77,82
64,61
62,62
78,75
74,71
78,78
77,85
75,81
80,76
73,76
76,78
76,76
74,82
76,81
74,75
75,73
75,73
73,72
76,77
73,70
76,71
74,77
77,75
70,76
71,75
71,71
71,75
71,69
71,74
70,73
70,71
70,64
72,69
73,68
73,70
74,84
76,84
73,86
85,80
72,71
77,70
76,70
72,79
74,76
76,76
74,76
76,75
72,81
72,75
72,79
74,64
73,64
74,63
75,77
73,72
74,71
71,52
71,57
71,60
70,81
69,76
70,71
